,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
396,05/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-233900784447-UPI,0000233900784447,05/12/22,168.0,,61439.47, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
397,05/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233900858055-UPI,0000233900858055,05/12/22,50.0,,61389.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
398,06/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234094356756-SUBSCRIPTION DEBIT,0000234094356756,06/12/22,36.0,,61353.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
399,07/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234147322016-SUBSCRIPTION DEBIT,0000234147322016,07/12/22,34.0,,61319.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
400,07/12/22,UPI-VECTOR DIMENSIONS PV-9321651767@OKBIZAXIS-UTIB0000000-234138769770-SUMIT GUPTA 11 DEC,0000234138769770,07/12/22,3200.0,,58119.47, vector dimensions pv,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
401,07/12/22,UPI-KANI DEPARTMENTAL ST-KANIDEPARTMENTALSTOR.41503684@HDFCBANK-HDFC0000001-234151119038-UPI,0000234151119038,07/12/22,215.0,,57904.47, kani departmental st,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
402,07/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-234151250169-UPI,0000234151250169,07/12/22,50.0,,57854.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
403,07/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-234151476722-UPI,0000234151476722,07/12/22,210.0,,57644.47, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
404,07/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-234151526732-UPI,0000234151526732,07/12/22,36.0,,57608.47, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
405,07/12/22,UPI-KIRAN ENTERPRISES-PAYTMQR281005050101QA3MFU5MKQK5@PAYTM-PYTM0123456-234151707275-UPI,0000234151707275,07/12/22,40.0,,57568.47, kiran enterprises paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
406,08/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234240693589-SUBSCRIPTION DEBIT,0000234240693589,08/12/22,20.0,,57548.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
407,08/12/22,IB FUNDS TRANSFER DR-02981530008339  -SUMIT MOHAN GUPTA,IB08140704318779,08/12/22,5000.0,,52548.47,ib funds transfer dr,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
408,08/12/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101IA5OF9Q315X5@PAYTM-PYTM0123456-234277803424-UPI,0000234277803424,08/12/22,290.0,,52258.47, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
409,08/12/22,UPI-RANAK ENTERPRISES-Q148463082@YBL-YESB0YBLUPI-234277870174-UPI,0000234277870174,08/12/22,70.0,,52188.47, ranak enterprises q,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
410,09/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234339265035-SUBSCRIPTION DEBIT,0000234339265035,09/12/22,40.0,,52148.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
411,09/12/22,UPI-CREDPAYURBANCOMPANY-CREDPAY.UBCP@AXISB-UTIB0000114-234372587863-PAYMENT ON CRED,0000234372587863,09/12/22,2256.0,,49892.47, credpayurbancompany credpay ubcp,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
413,09/12/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-234388807306-EDUCATION LOAN,0000234388807306,09/12/22,24000.0,,57892.47, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
414,09/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-234395342797-UPI,0000234395342797,09/12/22,50.0,,57842.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
415,09/12/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-234395631825-UPI,0000234395631825,09/12/22,190.0,,57652.47, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
416,09/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-234395792072-UPI,0000234395792072,09/12/22,413.0,,57239.47, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
417,09/12/22,UPI-MANISHA SHOE MART-GPAY-11215258929@OKBIZAXIS-UTIB0000000-234396475709-UPI,0000234396475709,09/12/22,40.0,,57199.47, manisha shoe mart,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
418,10/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234429039364-SUBSCRIPTION DEBIT,0000234429039364,10/12/22,40.0,,57159.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
419,10/12/22,UPI-RAJ 2 WHEEELERS LLP-GPAY-11194294614@OKBIZAXIS-UTIB0000000-234412623229-UPI,0000234412623229,10/12/22,933.0,,56226.47, raj wheeelers llp,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
420,10/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-234413434325-UPI,0000234413434325,10/12/22,50.0,,56176.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
421,10/12/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101K07O2S9FR1JW@PAYTM-PYTM0123456-234430739758-UPI,0000234430739758,10/12/22,300.0,,55876.47, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
422,10/12/22,UPI-RAJ STORES-PAYTMQR2810050501011FPCOYEWW8B2@PAYTM-PYTM0123456-234430812775-UPI,0000234430812775,10/12/22,245.0,,55631.47, raj stores paytmqr,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
423,11/12/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-234508219148-OIDCDJPMAN73795438,0000234508219148,11/12/22,1500.0,,54131.47, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
424,11/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234519636549-SUBSCRIPTION DEBIT,0000234519636549,11/12/22,40.0,,54091.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
425,11/12/22,UPI-BLUE COAST BEACH RES-BLUECOASTBEACHRESORT.62223207@HDFCBANK-HDFC0000001-234537268841-UPI,0000234537268841,11/12/22,6342.0,,47749.47, blue coast beach,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
426,11/12/22,UPI-APPLE SERVICES-BILLDESKPG.APPLESERVICES@HDFCBANK-HDFC0000499-234549290574-APPLESERVICES,0000234549290574,11/12/22,2000.0,,45749.47, apple services billdeskpg,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
427,11/12/22,UPI-SHANTIDHAN STORES-GPAY-11193150575@OKBIZAXIS-UTIB0000000-234544549819-UPI,0000234544549819,11/12/22,260.0,,45489.47, shantidhan stores gpay,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
428,11/12/22,UPI-SHANTIDHAN STORES-GPAY-11193150575@OKBIZAXIS-UTIB0000000-234544585786-UPI,0000234544585786,11/12/22,20.0,,45469.47, shantidhan stores gpay,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
429,11/12/22,UPI-SHANTIDHAN STORES-GPAY-11193150575@OKBIZAXIS-UTIB0000000-234544608205-UPI,0000234544608205,11/12/22,10.0,,45459.47, shantidhan stores gpay,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
430,11/12/22,UPI-DAIVYOG HOTEL-DAIVYOGHOTEL.63022515@HDFCBANK-HDFC0000001-234549996997-UPI,0000234549996997,11/12/22,1050.0,,44409.47, daivyog hotel daivyoghotel,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
431,12/12/22,50400264425075- RD INSTALLMENT-DEC 2022,000000000000000,11/12/22,1400.0,,43009.47, rd installment dec,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
432,12/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234622199116-SUBSCRIPTION DEBIT,0000234622199116,12/12/22,40.0,,42969.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
433,12/12/22,UPI-SADGURU AUTO SERVICE-PAYTMQR2810050501011CKDEZB7S1Z2@PAYTM-PYTM0123456-234661963659-UPI,0000234661963659,12/12/22,200.0,,42769.47, sadguru auto service,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
434,13/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234731956888-SUBSCRIPTION DEBIT,0000234731956888,13/12/22,40.0,,42729.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
435,13/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-234798939147-UPI,0000234798939147,13/12/22,687.0,,42042.47, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
436,13/12/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-234799272283-UPI,0000234799272283,13/12/22,420.0,,41622.47, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
437,14/12/22,50400269095673- RD INSTALLMENT-DEC 2022,000000000000000,13/12/22,10000.0,,31622.47, rd installment dec,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
438,14/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234893017552-SUBSCRIPTION DEBIT,0000234893017552,14/12/22,40.0,,31582.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
439,14/12/22,UPI-RAZORPAY SOFTWARE PV-RPY.QRREDCLIFFEL29894241@ICICI-ICIC0DC0099-234808427525-PAYMENTTOREDCLIFFE,0000234808427525,14/12/22,255.0,,31327.47, razorpay software pv,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
440,14/12/22,UPI-NARESH PUROHIT-NP1784534@OKICICI-HDFC0003522-234821252220-UPI,0000234821252220,14/12/22,115.0,,31212.47, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
442,14/12/22,UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB0000114-234859298663-PAYMENT ON CRED,0000234859298663,14/12/22,77811.0,,3401.47, credclub cred club,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
443,14/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-234822747409-UPI,0000234822747409,14/12/22,50.0,,3351.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
444,15/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-234930532312-SUBSCRIPTION DEBIT,0000234930532312,15/12/22,40.0,,3311.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
445,15/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-234937695302-UPI,0000234937695302,15/12/22,50.0,,3261.47, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
447,16/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235025249341-SUBSCRIPTION DEBIT,0000235025249341,16/12/22,40.0,,114924.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
448,16/12/22,UPI-WELLNESS FOREVER AXI-WELLNESSFOREVERAXISVIKHROLIWEST@YBL-YESB0YBLUPI-235062799682-PAYMENT FOR 500970,0000235062799682,16/12/22,467.1,,114457.37, wellness forever axi,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
449,17/12/22,UPI-AHMAD RAJA-PAYTMQR2810050501011A6THGMDQW5R@PAYTM-PYTM0123456-235165098659-UPI,0000235165098659,17/12/22,35.0,,114422.37, ahmad raja paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
450,17/12/22,UPI-DATTA SAI KRUPA VEGE-GPAY-11208128958@OKBIZAXIS-UTIB0000000-235165404114-UPI,0000235165404114,17/12/22,15.0,,114407.37, datta sai krupa,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
451,17/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235128999441-SUBSCRIPTION DEBIT,0000235128999441,17/12/22,40.0,,114367.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
452,17/12/22,IB SS FUNDS TRANSFER DR-55000002937593,000000000000000,17/12/22,80000.0,,34367.37,ib ss funds transfer,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
453,17/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-235184062508-UPI,0000235184062508,17/12/22,318.0,,34049.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
454,18/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235294345335-SUBSCRIPTION DEBIT,0000235294345335,18/12/22,39.0,,34010.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
455,19/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235362561591-SUBSCRIPTION DEBIT,0000235362561591,19/12/22,37.0,,33973.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
456,19/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-235333260952-UPI,0000235333260952,19/12/22,602.0,,33371.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
457,19/12/22,UPI-LAKSHMI STORES-PAYTMQR281005050101O4J4AEEIS49G@PAYTM-PYTM0123456-235333471222-UPI,0000235333471222,19/12/22,100.0,,33271.37, lakshmi stores paytmqr,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
458,19/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-235333551871-UPI,0000235333551871,19/12/22,50.0,,33221.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
459,20/12/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-235406126731-OIDCDJPMAN73795438,0000235406126731,20/12/22,1500.0,,31721.37, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
460,20/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235439386960-SUBSCRIPTION DEBIT,0000235439386960,20/12/22,32.0,,31689.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
461,20/12/22,UPI-PATEL PREMJI-PAYTMQR28100505010116F2O17R71H4@PAYTM-PYTM0123456-235460465061-UPI,0000235460465061,20/12/22,120.0,,31569.37, patel premji paytmqr,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
462,21/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235593682647-SUBSCRIPTION DEBIT,0000235593682647,21/12/22,40.0,,31529.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
463,22/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235633482158-SUBSCRIPTION DEBIT,0000235633482158,22/12/22,34.0,,31495.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
464,22/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-235601504595-UPI,0000235601504595,22/12/22,50.0,,31445.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
465,22/12/22,UPI-VIRKAR VINAY VASANT-Q981616939@YBL-YESB0YBLUPI-235601611365-UPI,0000235601611365,22/12/22,100.0,,31345.37, virkar vinay vasant,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
467,23/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235783620209-SUBSCRIPTION DEBIT,0000235783620209,23/12/22,20.0,,40325.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
468,23/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-235705710031-UPI,0000235705710031,23/12/22,52.0,,40273.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
469,23/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-235722461595-UPI,0000235722461595,23/12/22,50.0,,40223.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
470,24/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235842051115-SUBSCRIPTION DEBIT,0000235842051115,24/12/22,40.0,,40183.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
